chr1	  1789300	  1790300	1
chr1	  6864000	  6865000	1
chr1	  8229400	  8230400	1
chr1	  8601100	  8602100	1
chr1	  8614700	  8615700	1
chr1	  8796600	  8797600	1
chr1	  9448700	  9449700	1
chr1	  9621300	  9622300	1
chr1	 10621000	 10622000	1
chr1	 16275500	 16276500	1
chr1	 16593100	 16594100	1
chr1	 21449900	 21450900	1
chr1	 22099100	 22100100	1
chr1	 23474800	 23475800	1
chr1	 27436100	 27437100	1
chr1	 31482200	 31483200	1
chr1	 33407100	 33408100	1
chr1	 36269600	 36270600	1
chr1	 39637800	 39638800	1
chr1	 39847100	 39848100	1
chr1	 39897200	 39898200	1
chr1	 41306700	 41307700	1
chr1	 42776500	 42777500	1
chr1	 44011000	 44012000	1
chr1	 47217900	 47218900	1
chr1	 48383800	 48384800	1
chr1	 52362400	 52363400	1
chr1	 53681900	 53682900	1
chr1	 55886400	 55887400	1
chr1	 56981800	 56982800	1
chr1	 57119400	 57120400	1
chr1	 59146000	 59147000	1
chr1	 59238500	 59239500	1
chr1	 59316200	 59317200	1
chr1	 59321800	 59322800	1
chr1	 60745500	 60746500	1
chr1	 60880500	 60881500	1
chr1	 60888800	 60889800	1
chr1	 61328100	 61329100	1
chr1	 61389100	 61390100	1
chr1	 64537800	 64538800	1
chr1	 64967700	 64968700	1
chr1	 65316900	 65317900	1
chr1	 66156700	 66157700	1
chr1	 67751400	 67752400	1
chr1	 68141300	 68142300	1
chr1	 68193000	 68194000	1
chr1	 68253300	 68254300	1
chr1	 68669600	 68670600	1
chr1	 70459200	 70460200	1
chr1	 70755600	 70756600	1
chr1	 70902000	 70903000	1
chr1	 72018500	 72019500	1
chr1	 72225600	 72226600	1
chr1	 72579900	 72580900	1
chr1	 76694200	 76695200	1
chr1	 77877600	 77878600	1
chr1	 78439300	 78440300	1
chr1	 78535700	 78536700	1
chr1	 78637200	 78638200	1
chr1	 78805100	 78806100	1
chr1	 78972300	 78973300	1
chr1	 79841200	 79842200	1
chr1	 80040800	 80041800	1
chr1	 85298300	 85299300	1
chr1	 87205100	 87206100	1
chr1	 87391700	 87392700	1
chr1	 93955000	 93956000	1
